source,source_version,onet_soc_code,occupation_title,element_id,element_name,importance,level,date,domain_source
O*NET,31.0,27-1023.00,Floral Designers,2.B.3.l,Repairing,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.3.m,Quality Control Analysis,2.00,1.38,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.4.e,Judgment and Decision Making,3.00,2.75,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.4.g,Systems Analysis,2.12,2.00,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.4.h,Systems Evaluation,2.00,2.00,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.5.a,Time Management,3.12,2.88,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.5.b,Management of Financial Resources,2.00,1.75,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.5.c,Management of Material Resources,2.62,2.25,08/2026,Analyst
O*NET,31.0,27-1023.00,Floral Designers,2.B.5.d,Management of Personnel Resources,2.12,2.00,08/2026,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.1.a,Social Perceptiveness,3.12,3.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.1.b,Coordination,3.12,3.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.1.c,Persuasion,3.00,3.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.1.d,Negotiation,3.00,3.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.1.e,Instructing,2.75,3.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.1.f,Service Orientation,3.00,3.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.2.i,Complex Problem Solving,3.12,3.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.a,Operations Analysis,2.75,2.75,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.b,Technology Design,2.25,1.88,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.c,Equipment Selection,1.12,0.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.d,Installation,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.e,Programming,2.12,1.38,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.g,Operations Monitoring,2.00,1.75,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.h,Operation and Control,1.12,0.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.k,Troubleshooting,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.l,Repairing,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.3.m,Quality Control Analysis,1.88,1.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.4.e,Judgment and Decision Making,3.12,3.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.4.g,Systems Analysis,2.88,2.75,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.4.h,Systems Evaluation,2.62,2.75,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.5.a,Time Management,3.12,3.00,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.5.b,Management of Financial Resources,1.88,1.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.5.c,Management of Material Resources,2.00,1.12,08/2023,Analyst
O*NET,31.0,27-1024.00,Graphic Designers,2.B.5.d,Management of Personnel Resources,2.25,2.50,08/2023,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.1.a,Social Perceptiveness,3.75,3.25,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.1.b,Coordination,3.75,3.75,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.1.c,Persuasion,3.50,3.62,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.1.d,Negotiation,3.12,3.62,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.1.e,Instructing,3.00,3.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.1.f,Service Orientation,3.75,3.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.2.i,Complex Problem Solving,3.62,3.75,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.a,Operations Analysis,3.12,3.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.b,Technology Design,1.88,1.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.c,Equipment Selection,1.00,0.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.d,Installation,1.00,0.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.e,Programming,1.88,1.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.g,Operations Monitoring,2.00,1.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.h,Operation and Control,1.75,0.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.k,Troubleshooting,1.88,0.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.l,Repairing,1.00,0.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.3.m,Quality Control Analysis,2.00,1.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.4.e,Judgment and Decision Making,3.50,3.25,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.4.g,Systems Analysis,3.00,3.12,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.4.h,Systems Evaluation,2.62,2.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.5.a,Time Management,3.38,3.00,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.5.b,Management of Financial Resources,2.75,2.88,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.5.c,Management of Material Resources,2.75,2.75,08/2024,Analyst
O*NET,31.0,27-1025.00,Interior Designers,2.B.5.d,Management of Personnel Resources,2.88,3.00,08/2024,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.1.a,Social Perceptiveness,3.00,2.88,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.1.b,Coordination,3.00,3.12,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.1.c,Persuasion,2.88,3.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.1.d,Negotiation,2.38,2.25,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.1.e,Instructing,2.25,2.38,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.1.f,Service Orientation,2.88,2.88,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.2.i,Complex Problem Solving,2.88,2.88,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.a,Operations Analysis,2.38,2.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.b,Technology Design,1.75,0.75,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.c,Equipment Selection,1.38,0.50,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.d,Installation,1.12,0.12,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.e,Programming,1.50,0.50,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.g,Operations Monitoring,1.75,1.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.h,Operation and Control,1.75,1.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.j,Equipment Maintenance,1.00,0.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.k,Troubleshooting,1.62,0.75,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.l,Repairing,1.00,0.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.3.m,Quality Control Analysis,2.12,1.75,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.4.e,Judgment and Decision Making,3.12,3.00,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.4.g,Systems Analysis,2.38,2.38,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.4.h,Systems Evaluation,2.25,2.38,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.5.a,Time Management,3.00,2.88,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.5.b,Management of Financial Resources,1.62,0.75,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.5.c,Management of Material Resources,2.00,1.50,07/2015,Analyst
O*NET,31.0,27-1026.00,Merchandise Displayers and Window Trimmers,2.B.5.d,Management of Personnel Resources,2.25,2.38,07/2015,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.1.a,Social Perceptiveness,3.00,3.12,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.1.b,Coordination,3.50,3.50,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.1.c,Persuasion,3.00,3.25,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.1.d,Negotiation,3.00,3.00,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.1.e,Instructing,3.00,3.00,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.1.f,Service Orientation,3.00,3.12,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.2.i,Complex Problem Solving,3.38,3.88,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.a,Operations Analysis,3.75,3.75,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.b,Technology Design,1.88,1.62,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.c,Equipment Selection,1.88,1.38,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.d,Installation,1.50,0.62,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.e,Programming,1.75,0.88,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.g,Operations Monitoring,2.00,1.88,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.h,Operation and Control,1.75,1.25,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.j,Equipment Maintenance,1.38,0.50,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.k,Troubleshooting,1.50,1.00,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.l,Repairing,1.38,0.38,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.3.m,Quality Control Analysis,2.25,2.25,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.4.e,Judgment and Decision Making,3.38,3.12,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.4.g,Systems Analysis,3.00,3.00,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.4.h,Systems Evaluation,2.88,2.88,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.5.a,Time Management,3.75,3.62,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.5.b,Management of Financial Resources,2.75,2.75,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.5.c,Management of Material Resources,2.75,2.75,08/2021,Analyst
O*NET,31.0,27-1027.00,Set and Exhibit Designers,2.B.5.d,Management of Personnel Resources,2.88,3.38,08/2021,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.1.a,Social Perceptiveness,3.62,3.75,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.1.b,Coordination,3.00,3.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.1.c,Persuasion,2.62,2.75,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.1.d,Negotiation,2.38,2.50,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.1.e,Instructing,2.38,2.25,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.1.f,Service Orientation,2.25,2.12,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.2.i,Complex Problem Solving,2.50,2.38,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.a,Operations Analysis,1.50,0.75,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.b,Technology Design,1.38,0.50,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.c,Equipment Selection,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.d,Installation,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.e,Programming,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.g,Operations Monitoring,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.h,Operation and Control,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.k,Troubleshooting,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.l,Repairing,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.3.m,Quality Control Analysis,1.12,0.12,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.4.e,Judgment and Decision Making,2.88,2.88,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.4.g,Systems Analysis,2.00,1.75,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.4.h,Systems Evaluation,2.00,1.88,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.5.a,Time Management,3.00,2.88,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.5.b,Management of Financial Resources,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.5.c,Management of Material Resources,1.00,0.00,08/2026,Analyst
O*NET,31.0,27-2011.00,Actors,2.B.5.d,Management of Personnel Resources,1.62,1.25,08/2026,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.1.a,Social Perceptiveness,3.88,3.88,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.1.b,Coordination,3.88,4.50,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.1.c,Persuasion,3.00,3.50,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.1.d,Negotiation,3.25,3.38,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.1.e,Instructing,2.88,3.25,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.1.f,Service Orientation,3.00,2.88,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.2.i,Complex Problem Solving,3.38,3.50,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.a,Operations Analysis,2.12,2.00,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.b,Technology Design,2.00,1.62,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.c,Equipment Selection,1.75,1.12,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.d,Installation,1.00,0.00,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.e,Programming,1.75,0.88,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.g,Operations Monitoring,2.25,2.12,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.h,Operation and Control,1.88,1.75,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.k,Troubleshooting,1.75,1.00,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.l,Repairing,1.00,0.00,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.3.m,Quality Control Analysis,2.50,2.50,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.4.e,Judgment and Decision Making,3.50,3.62,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.4.g,Systems Analysis,3.50,3.50,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.4.h,Systems Evaluation,3.25,3.25,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.5.a,Time Management,3.62,4.12,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.5.b,Management of Financial Resources,3.00,3.62,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.5.c,Management of Material Resources,2.75,3.25,08/2022,Analyst
O*NET,31.0,27-2012.00,Producers and Directors,2.B.5.d,Management of Personnel Resources,3.62,4.00,08/2022,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.1.a,Social Perceptiveness,3.75,3.88,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.1.b,Coordination,4.00,4.25,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.1.c,Persuasion,3.25,3.50,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.1.d,Negotiation,3.62,3.25,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.1.e,Instructing,3.00,3.38,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.1.f,Service Orientation,3.00,3.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.2.i,Complex Problem Solving,3.75,4.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.a,Operations Analysis,3.00,3.12,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.b,Technology Design,1.75,1.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.c,Equipment Selection,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.d,Installation,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.e,Programming,1.50,0.75,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.g,Operations Monitoring,2.38,2.38,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.h,Operation and Control,2.25,2.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.k,Troubleshooting,1.38,0.38,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.l,Repairing,1.00,0.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.3.m,Quality Control Analysis,2.25,1.38,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.4.e,Judgment and Decision Making,4.12,4.12,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.4.g,Systems Analysis,3.25,3.62,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.4.h,Systems Evaluation,3.25,3.75,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.5.a,Time Management,4.00,3.88,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.5.b,Management of Financial Resources,2.75,2.88,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.5.c,Management of Material Resources,3.00,3.00,08/2023,Analyst
O*NET,31.0,27-2012.03,Media Programming Directors,2.B.5.d,Management of Personnel Resources,3.88,3.75,08/2023,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.1.a,Social Perceptiveness,3.88,3.75,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.1.b,Coordination,3.25,3.38,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.1.c,Persuasion,3.12,3.25,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.1.d,Negotiation,3.38,3.75,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.1.e,Instructing,3.00,3.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.1.f,Service Orientation,2.75,3.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.2.i,Complex Problem Solving,3.25,3.25,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.a,Operations Analysis,2.12,2.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.b,Technology Design,1.50,0.50,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.c,Equipment Selection,1.00,0.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.d,Installation,1.00,0.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.e,Programming,1.62,0.62,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.g,Operations Monitoring,1.38,0.50,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.h,Operation and Control,1.00,0.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.j,Equipment Maintenance,1.00,0.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.k,Troubleshooting,1.25,0.25,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.l,Repairing,1.00,0.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.3.m,Quality Control Analysis,1.50,0.62,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.4.e,Judgment and Decision Making,3.88,3.50,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.4.g,Systems Analysis,2.62,2.88,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.4.h,Systems Evaluation,2.38,2.62,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.5.a,Time Management,3.25,3.00,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.5.b,Management of Financial Resources,2.00,1.75,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.5.c,Management of Material Resources,1.88,1.38,08/2019,Analyst
O*NET,31.0,27-2012.04,Talent Directors,2.B.5.d,Management of Personnel Resources,3.00,3.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.1.a,Social Perceptiveness,3.38,3.62,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.1.b,Coordination,4.00,4.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.1.c,Persuasion,3.38,3.25,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.1.d,Negotiation,2.88,3.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.1.e,Instructing,3.00,3.62,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.1.f,Service Orientation,2.75,2.88,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.2.i,Complex Problem Solving,3.50,3.62,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.a,Operations Analysis,2.00,1.88,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.b,Technology Design,1.88,1.62,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.c,Equipment Selection,2.50,2.75,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.d,Installation,1.00,0.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.e,Programming,1.75,1.12,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.g,Operations Monitoring,3.25,3.25,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.h,Operation and Control,3.00,3.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.j,Equipment Maintenance,2.00,2.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.k,Troubleshooting,2.00,2.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.l,Repairing,1.88,1.50,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.3.m,Quality Control Analysis,3.12,3.12,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.4.e,Judgment and Decision Making,3.62,3.62,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.4.g,Systems Analysis,3.12,3.75,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.4.h,Systems Evaluation,3.12,3.25,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.5.a,Time Management,3.50,3.75,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.5.b,Management of Financial Resources,1.75,1.50,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.5.c,Management of Material Resources,2.38,2.00,08/2019,Analyst
O*NET,31.0,27-2012.05,Media Technical Directors/Managers,2.B.5.d,Management of Personnel Resources,2.88,3.50,08/2019,Analyst
O*NET,31.0,27-2021.00,Athletes and Sports Competitors,2.B.1.a,Social Perceptiveness,3.12,3.00,07/2016,Analyst
